Index,Cancer,Drug,Gene,Raw P value,Link
105,Sarcoma (SARC),Gemcitabine,SPATA31D3,1.24E-07,LINK
106,Sarcoma (SARC),Gemcitabine,SPATA31D1,1.24E-07,LINK
107,Sarcoma (SARC),Gemcitabine,SHC3,1.24E-07,LINK
108,Sarcoma (SARC),Gemcitabine,CKS2,1.24E-07,LINK
109,Sarcoma (SARC),Gemcitabine,MIR3153,1.24E-07,LINK
110,Sarcoma (SARC),Gemcitabine,SECISBP2,1.24E-07,LINK
111,Sarcoma (SARC),Gemcitabine,SEMA4D,1.24E-07,LINK
112,Sarcoma (SARC),Gemcitabine,DIRAS2,1.24E-07,LINK
113,Sarcoma (SARC),Gemcitabine,RNA5SP286,1.24E-07,LINK
114,Sarcoma (SARC),Gemcitabine,RORB,1.24E-07,LINK
115,Sarcoma (SARC),Gemcitabine,TRPM6,1.24E-07,LINK
116,Sarcoma (SARC),Gemcitabine,RN7SKP47,1.24E-07,LINK
117,Sarcoma (SARC),Gemcitabine,RNY4P1,1.24E-07,LINK
118,Sarcoma (SARC),Gemcitabine,C9orf40,1.24E-07,LINK
119,Sarcoma (SARC),Gemcitabine,C9orf41,1.24E-07,LINK
120,Sarcoma (SARC),Gemcitabine,NMRK1,1.24E-07,LINK
121,Sarcoma (SARC),Gemcitabine,OSTF1,1.24E-07,LINK
122,Sarcoma (SARC),Gemcitabine,snoU13|ENSG00000238598.1,1.24E-07,LINK
123,Sarcoma (SARC),Gemcitabine,PCSK5,1.24E-07,LINK
124,Sarcoma (SARC),Gemcitabine,RFK,1.24E-07,LINK
125,Sarcoma (SARC),Gemcitabine,GCNT1,1.24E-07,LINK
126,Sarcoma (SARC),Gemcitabine,PRUNE2,1.24E-07,LINK
127,Sarcoma (SARC),Gemcitabine,PCA3,1.24E-07,LINK
128,Sarcoma (SARC),Gemcitabine,FOXB2,1.24E-07,LINK
129,Sarcoma (SARC),Gemcitabine,VPS13A,1.24E-07,LINK
130,Sarcoma (SARC),Gemcitabine,GNAQ,1.24E-07,LINK
131,Sarcoma (SARC),Gemcitabine,RN7SKP59,1.24E-07,LINK
132,Sarcoma (SARC),Gemcitabine,CEP78,1.24E-07,LINK
133,Sarcoma (SARC),Gemcitabine,PSAT1,1.24E-07,LINK
134,Sarcoma (SARC),Gemcitabine,TLE4,1.24E-07,LINK
135,Sarcoma (SARC),Gemcitabine,GNA14,1.24E-07,LINK
136,Sarcoma (SARC),Gemcitabine,C9orf170,1.28E-07,LINK
137,Sarcoma (SARC),Gemcitabine,SNORA26|ENSG00000212421.1,1.28E-07,LINK
138,Sarcoma (SARC),Gemcitabine,C9orf47,1.28E-07,LINK
139,Sarcoma (SARC),Gemcitabine,S1PR3,1.28E-07,LINK
140,Sarcoma (SARC),Gemcitabine,TRPC5,3.09E-07,LINK
141,Sarcoma (SARC),Gemcitabine,TRPC5OS,3.09E-07,LINK
142,Sarcoma (SARC),Gemcitabine,ZCCHC16,3.09E-07,LINK
143,Sarcoma (SARC),Gemcitabine,LHFPL1,3.09E-07,LINK
144,Sarcoma (SARC),Gemcitabine,AMOT,3.09E-07,LINK
145,Sarcoma (SARC),Gemcitabine,MIR4329,3.09E-07,LINK
146,Sarcoma (SARC),Gemcitabine,RN7SL266P,3.09E-07,LINK
147,Sarcoma (SARC),Gemcitabine,snoU13|ENSG00000238811.1,3.09E-07,LINK
148,Sarcoma (SARC),Gemcitabine,U3|ENSG00000201674.1,3.09E-07,LINK
149,Sarcoma (SARC),Gemcitabine,RN7SL93P,3.09E-07,LINK
150,Sarcoma (SARC),Gemcitabine,SNORD30,3.09E-07,LINK
151,Sarcoma (SARC),Gemcitabine,HTR2C,3.09E-07,LINK
152,Sarcoma (SARC),Gemcitabine,SNORA35|ENSG00000208839.1,3.09E-07,LINK
153,Sarcoma (SARC),Gemcitabine,MIR764,3.09E-07,LINK
154,Sarcoma (SARC),Gemcitabine,MIR1912,3.09E-07,LINK
155,Sarcoma (SARC),Gemcitabine,MIR1298,3.09E-07,LINK
156,Sarcoma (SARC),Gemcitabine,MIR1911,3.09E-07,LINK
157,Sarcoma (SARC),Gemcitabine,MIR448,3.09E-07,LINK
158,Sarcoma (SARC),Gemcitabine,IL13RA2,3.09E-07,LINK
159,Sarcoma (SARC),Gemcitabine,LRCH2,3.09E-07,LINK
160,Sarcoma (SARC),Gemcitabine,LUZP4,3.09E-07,LINK
161,Sarcoma (SARC),Gemcitabine,RBMXL3,3.09E-07,LINK
162,Sarcoma (SARC),Gemcitabine,SNORA35|ENSG00000271907.1,3.09E-07,LINK
163,Sarcoma (SARC),Gemcitabine,SNORA64|ENSG00000252441.1,3.09E-07,LINK
164,Sarcoma (SARC),Gemcitabine,PLS3,3.09E-07,LINK
165,Sarcoma (SARC),Gemcitabine,RN7SL712P,3.09E-07,LINK
166,Sarcoma (SARC),Gemcitabine,AGTR2,3.09E-07,LINK
167,Sarcoma (SARC),Gemcitabine,SLC6A14,3.09E-07,LINK
168,Sarcoma (SARC),Gemcitabine,CXorf61,3.09E-07,LINK
169,Sarcoma (SARC),Gemcitabine,ZCCHC12,3.09E-07,LINK
170,Sarcoma (SARC),Gemcitabine,LONRF3,3.09E-07,LINK
171,Sarcoma (SARC),Gemcitabine,KIAA1210,3.09E-07,LINK
172,Sarcoma (SARC),Gemcitabine,PGRMC1,3.09E-07,LINK
173,Sarcoma (SARC),Gemcitabine,RN7SL118P,3.09E-07,LINK
174,Sarcoma (SARC),Gemcitabine,SLC25A43,3.09E-07,LINK
175,Sarcoma (SARC),Gemcitabine,SLC25A5,3.09E-07,LINK
176,Sarcoma (SARC),Gemcitabine,CXorf56,3.09E-07,LINK
177,Sarcoma (SARC),Gemcitabine,UBE2A,3.09E-07,LINK
178,Sarcoma (SARC),Gemcitabine,NKRF,3.09E-07,LINK
179,Sarcoma (SARC),Gemcitabine,SEPT6,3.09E-07,LINK
180,Sarcoma (SARC),Gemcitabine,MIR766,3.09E-07,LINK
181,Sarcoma (SARC),Gemcitabine,SOWAHD,3.09E-07,LINK
182,Sarcoma (SARC),Gemcitabine,RPL39,3.09E-07,LINK
183,Sarcoma (SARC),Gemcitabine,SNORA69|ENSG00000206622.1,3.09E-07,LINK
184,Sarcoma (SARC),Gemcitabine,UPF3B,3.09E-07,LINK
185,Sarcoma (SARC),Gemcitabine,NDUFA1,3.09E-07,LINK
186,Sarcoma (SARC),Gemcitabine,RNF113A,3.09E-07,LINK
187,Sarcoma (SARC),Gemcitabine,AKAP14,3.09E-07,LINK
188,Sarcoma (SARC),Gemcitabine,NKAP,3.09E-07,LINK
189,Sarcoma (SARC),Gemcitabine,RHOXF2B,3.09E-07,LINK
190,Sarcoma (SARC),Gemcitabine,RHOXF1,3.09E-07,LINK
191,Sarcoma (SARC),Gemcitabine,NKAPP1,3.09E-07,LINK
192,Sarcoma (SARC),Gemcitabine,RHOXF2,3.09E-07,LINK
193,Sarcoma (SARC),Gemcitabine,ZBTB33,3.09E-07,LINK
194,Sarcoma (SARC),Gemcitabine,TMEM255A,3.09E-07,LINK
195,Sarcoma (SARC),Gemcitabine,ATP1B4,3.09E-07,LINK
196,Sarcoma (SARC),Gemcitabine,LAMP2,3.09E-07,LINK
197,Sarcoma (SARC),Gemcitabine,CUL4B,3.09E-07,LINK
198,Sarcoma (SARC),Gemcitabine,snoU13|ENSG00000272179.1,3.09E-07,LINK
199,Sarcoma (SARC),Gemcitabine,MCTS1,3.09E-07,LINK
200,Sarcoma (SARC),Gemcitabine,C1GALT1C1,3.09E-07,LINK
201,Sarcoma (SARC),Gemcitabine,CT47A10,3.09E-07,LINK
202,Sarcoma (SARC),Gemcitabine,CT47A11,3.09E-07,LINK
203,Sarcoma (SARC),Gemcitabine,CT47A12,3.09E-07,LINK
204,Sarcoma (SARC),Gemcitabine,CT47A1,3.09E-07,LINK
205,Sarcoma (SARC),Gemcitabine,CT47A2,3.09E-07,LINK
206,Sarcoma (SARC),Gemcitabine,CT47A3,3.09E-07,LINK
207,Sarcoma (SARC),Gemcitabine,CT47A4,3.09E-07,LINK
208,Sarcoma (SARC),Gemcitabine,CT47A5,3.09E-07,LINK
209,Sarcoma (SARC),Gemcitabine,CT47A6,3.09E-07,LINK
210,Sarcoma (SARC),Gemcitabine,CT47A7,3.09E-07,LINK
211,Sarcoma (SARC),Gemcitabine,CT47A8,3.09E-07,LINK
212,Sarcoma (SARC),Gemcitabine,CT47A9,3.09E-07,LINK
213,Sarcoma (SARC),Gemcitabine,CT47B1,3.09E-07,LINK
214,Sarcoma (SARC),Gemcitabine,GLUD2,3.09E-07,LINK
215,Sarcoma (SARC),Gemcitabine,MIR3672,3.09E-07,LINK
216,Sarcoma (SARC),Gemcitabine,U3|ENSG00000212321.1,3.09E-07,LINK
217,Sarcoma (SARC),Gemcitabine,GRIA3,3.09E-07,LINK
218,Sarcoma (SARC),Gemcitabine,THOC2,3.09E-07,LINK
219,Sarcoma (SARC),Gemcitabine,RN7SL29P,3.09E-07,LINK
220,Sarcoma (SARC),Gemcitabine,XIAP,3.09E-07,LINK
221,Sarcoma (SARC),Gemcitabine,STAG2,3.09E-07,LINK
222,Sarcoma (SARC),Gemcitabine,snoU13|ENSG00000239058.1,3.09E-07,LINK
223,Sarcoma (SARC),Gemcitabine,SNORA40|ENSG00000252693.1,3.09E-07,LINK
224,Sarcoma (SARC),Gemcitabine,SH2D1A,3.09E-07,LINK
225,Sarcoma (SARC),Gemcitabine,TENM1,3.09E-07,LINK
226,Sarcoma (SARC),Gemcitabine,snoU13|ENSG00000238626.1,3.09E-07,LINK
227,Sarcoma (SARC),Gemcitabine,TMEM252,3.43E-06,LINK
228,Sarcoma (SARC),Gemcitabine,PIP5K1B,3.43E-06,LINK
229,Sarcoma (SARC),Gemcitabine,FAM122A,3.43E-06,LINK
230,Sarcoma (SARC),Gemcitabine,PRKACG,3.43E-06,LINK
231,Sarcoma (SARC),Gemcitabine,FXN,3.43E-06,LINK
232,Sarcoma (SARC),Gemcitabine,TJP2,3.43E-06,LINK
233,Sarcoma (SARC),Gemcitabine,FAM189A2,3.43E-06,LINK
234,Sarcoma (SARC),Gemcitabine,GAS1,3.48E-06,LINK
235,Sarcoma (SARC),Gemcitabine,IRS4,1.32E-05,LINK
236,Sarcoma (SARC),Gemcitabine,RASEF,1.97E-05,LINK
237,Sarcoma (SARC),Gemcitabine,RN7SKP242,1.97E-05,LINK
238,Sarcoma (SARC),Gemcitabine,FRMD3,1.97E-05,LINK
239,Sarcoma (SARC),Gemcitabine,snoU13|ENSG00000238608.1,1.97E-05,LINK
240,Sarcoma (SARC),Gemcitabine,SNORD112|ENSG00000252256.1,1.97E-05,LINK
241,Sarcoma (SARC),Gemcitabine,IDNK,1.97E-05,LINK
242,Sarcoma (SARC),Gemcitabine,UBQLN1,1.97E-05,LINK
243,Sarcoma (SARC),Gemcitabine,GKAP1,1.97E-05,LINK
244,Sarcoma (SARC),Gemcitabine,KIF27,1.97E-05,LINK
245,Sarcoma (SARC),Gemcitabine,C9orf64,1.97E-05,LINK
246,Sarcoma (SARC),Gemcitabine,HNRNPK,1.97E-05,LINK
247,Sarcoma (SARC),Gemcitabine,RMI1,1.97E-05,LINK
248,Sarcoma (SARC),Gemcitabine,SLC28A3,1.97E-05,LINK
249,Sarcoma (SARC),Gemcitabine,NTRK2,1.97E-05,LINK
250,Sarcoma (SARC),Gemcitabine,DAPK1,1.97E-05,LINK
251,Sarcoma (SARC),Gemcitabine,CTSL,1.97E-05,LINK
252,Sarcoma (SARC),Gemcitabine,CTSL3P,1.97E-05,LINK
253,Sarcoma (SARC),Gemcitabine,SPATA31E1,1.97E-05,LINK
254,Sarcoma (SARC),Gemcitabine,SPATA31C1,1.97E-05,LINK
255,Sarcoma (SARC),Gemcitabine,CDK20,1.97E-05,LINK
256,Sarcoma (SARC),Gemcitabine,U6|ENSG00000271923.1,1.97E-05,LINK
257,Sarcoma (SARC),Gemcitabine,U3|ENSG00000252299.1,1.97E-05,LINK
258,Sarcoma (SARC),Gemcitabine,SPIN1,1.97E-05,LINK
259,Sarcoma (SARC),Gemcitabine,NXNL2,1.97E-05,LINK
260,Sarcoma (SARC),Gemcitabine,MIR4289,1.97E-05,LINK
261,Sarcoma (SARC),Gemcitabine,AGTPBP1,1.98E-05,LINK
262,Lung squamous cell carcinoma (LUSC),Gemcitabine,DRG1,2.74E-05,LINK
263,Lung squamous cell carcinoma (LUSC),Gemcitabine,EIF4ENIF1,2.74E-05,LINK
264,Lung squamous cell carcinoma (LUSC),Gemcitabine,SFI1,2.74E-05,LINK
265,Lung squamous cell carcinoma (LUSC),Gemcitabine,PISD,2.74E-05,LINK
266,Lung squamous cell carcinoma (LUSC),Gemcitabine,PRR14L,2.74E-05,LINK
267,Lung squamous cell carcinoma (LUSC),Gemcitabine,DEPDC5,2.74E-05,LINK
268,Lung squamous cell carcinoma (LUSC),Gemcitabine,RN7SL20P,2.74E-05,LINK
269,Lung squamous cell carcinoma (LUSC),Gemcitabine,C22orf24,2.74E-05,LINK
270,Lung squamous cell carcinoma (LUSC),Gemcitabine,YWHAH,2.74E-05,LINK
271,Lung squamous cell carcinoma (LUSC),Gemcitabine,snoU13|ENSG00000238910.1,2.74E-05,LINK
272,Lung squamous cell carcinoma (LUSC),Gemcitabine,RN7SL305P,2.74E-05,LINK
273,Lung squamous cell carcinoma (LUSC),Gemcitabine,ELFN2,2.74E-05,LINK
274,Lung squamous cell carcinoma (LUSC),Gemcitabine,snoU13|ENSG00000238569.1,2.74E-05,LINK
275,Lung squamous cell carcinoma (LUSC),Gemcitabine,GCAT,2.74E-05,LINK
276,Lung squamous cell carcinoma (LUSC),Gemcitabine,H1F0,2.74E-05,LINK
277,Lung squamous cell carcinoma (LUSC),Gemcitabine,ANKRD54,2.74E-05,LINK
278,Lung squamous cell carcinoma (LUSC),Gemcitabine,GALR3,2.74E-05,LINK
279,Lung squamous cell carcinoma (LUSC),Gemcitabine,MIR658,2.74E-05,LINK
280,Lung squamous cell carcinoma (LUSC),Gemcitabine,EIF3L,2.74E-05,LINK
281,Lung squamous cell carcinoma (LUSC),Gemcitabine,MIR659,2.74E-05,LINK
282,Lung squamous cell carcinoma (LUSC),Gemcitabine,MICALL1,2.74E-05,LINK
283,Lung squamous cell carcinoma (LUSC),Gemcitabine,C22orf23,2.74E-05,LINK
284,Lung squamous cell carcinoma (LUSC),Gemcitabine,POLR2F,2.74E-05,LINK
285,Lung squamous cell carcinoma (LUSC),Gemcitabine,SOX10,2.74E-05,LINK
286,Lung squamous cell carcinoma (LUSC),Gemcitabine,MIR4534,2.74E-05,LINK
287,Lung squamous cell carcinoma (LUSC),Gemcitabine,PICK1,2.74E-05,LINK
288,Lung squamous cell carcinoma (LUSC),Gemcitabine,SLC16A8,2.74E-05,LINK
289,Lung squamous cell carcinoma (LUSC),Gemcitabine,BAIAP2L2,2.74E-05,LINK
290,Lung squamous cell carcinoma (LUSC),Gemcitabine,PLA2G6,2.74E-05,LINK
291,Lung squamous cell carcinoma (LUSC),Gemcitabine,MAFF,2.74E-05,LINK
292,Lung squamous cell carcinoma (LUSC),Gemcitabine,TMEM184B,2.74E-05,LINK
293,Lung squamous cell carcinoma (LUSC),Gemcitabine,RN7SL704P,2.74E-05,LINK
294,Lung squamous cell carcinoma (LUSC),Gemcitabine,CSNK1E,2.74E-05,LINK
295,Lung squamous cell carcinoma (LUSC),Gemcitabine,KDELR3,2.74E-05,LINK
296,Lung squamous cell carcinoma (LUSC),Gemcitabine,DDX17,2.74E-05,LINK
297,Lung squamous cell carcinoma (LUSC),Gemcitabine,DMC1,2.74E-05,LINK
298,Lung squamous cell carcinoma (LUSC),Gemcitabine,FAM227A,2.74E-05,LINK
299,Lung squamous cell carcinoma (LUSC),Gemcitabine,CBY1,2.74E-05,LINK
300,Lung squamous cell carcinoma (LUSC),Gemcitabine,TOMM22,2.74E-05,LINK
301,Lung squamous cell carcinoma (LUSC),Gemcitabine,JOSD1,2.74E-05,LINK
302,Lung squamous cell carcinoma (LUSC),Gemcitabine,GTPBP1,2.74E-05,LINK
303,Lung squamous cell carcinoma (LUSC),Gemcitabine,SUN2,2.74E-05,LINK
304,Lung squamous cell carcinoma (LUSC),Gemcitabine,DNAL4,2.74E-05,LINK
305,Lung squamous cell carcinoma (LUSC),Gemcitabine,NPTXR,2.74E-05,LINK
306,Lung squamous cell carcinoma (LUSC),Gemcitabine,CBX6,2.74E-05,LINK
307,Lung squamous cell carcinoma (LUSC),Gemcitabine,APOBEC3A,2.74E-05,LINK
308,Lung squamous cell carcinoma (LUSC),Gemcitabine,APOBEC3B,2.74E-05,LINK
309,Lung squamous cell carcinoma (LUSC),Gemcitabine,APOBEC3C,2.74E-05,LINK
310,Lung squamous cell carcinoma (LUSC),Gemcitabine,APOBEC3D,2.74E-05,LINK
311,Lung squamous cell carcinoma (LUSC),Gemcitabine,APOBEC3F,2.74E-05,LINK
312,Lung squamous cell carcinoma (LUSC),Gemcitabine,APOBEC3G,2.74E-05,LINK
313,Lung squamous cell carcinoma (LUSC),Gemcitabine,APOBEC3H,2.74E-05,LINK
314,Lung squamous cell carcinoma (LUSC),Gemcitabine,CBX7,2.74E-05,LINK
315,Lung squamous cell carcinoma (LUSC),Gemcitabine,PDGFB,2.74E-05,LINK
316,Lung squamous cell carcinoma (LUSC),Gemcitabine,RPL3,2.74E-05,LINK
317,Lung squamous cell carcinoma (LUSC),Gemcitabine,SNORD83B,2.74E-05,LINK
318,Lung squamous cell carcinoma (LUSC),Gemcitabine,SNORD83A,2.74E-05,LINK
319,Lung squamous cell carcinoma (LUSC),Gemcitabine,SNORD43|ENSG00000263764.1,2.74E-05,LINK
320,Lung squamous cell carcinoma (LUSC),Gemcitabine,SYNGR1,2.74E-05,LINK
321,Lung squamous cell carcinoma (LUSC),Gemcitabine,TAB1,2.74E-05,LINK
322,Lung squamous cell carcinoma (LUSC),Gemcitabine,MGAT3,2.74E-05,LINK
323,Lung squamous cell carcinoma (LUSC),Gemcitabine,SMCR7L,2.74E-05,LINK
324,Lung squamous cell carcinoma (LUSC),Gemcitabine,ATF4,2.74E-05,LINK
325,Lung squamous cell carcinoma (LUSC),Gemcitabine,RPS19BP1,2.74E-05,LINK
326,Lung squamous cell carcinoma (LUSC),Gemcitabine,FBLN1,2.74E-05,LINK
327,Lung squamous cell carcinoma (LUSC),Gemcitabine,WNT7B,2.74E-05,LINK
328,Lung squamous cell carcinoma (LUSC),Gemcitabine,SULT4A1,3.51E-05,LINK
329,Lung squamous cell carcinoma (LUSC),Gemcitabine,PNPLA5,3.51E-05,LINK
330,Lung squamous cell carcinoma (LUSC),Gemcitabine,PNPLA3,3.51E-05,LINK
331,Lung squamous cell carcinoma (LUSC),Gemcitabine,SAMM50,3.51E-05,LINK
332,Lung squamous cell carcinoma (LUSC),Gemcitabine,PARVB,3.51E-05,LINK
333,Lung squamous cell carcinoma (LUSC),Gemcitabine,PARVG,3.51E-05,LINK
334,Lung squamous cell carcinoma (LUSC),Gemcitabine,KIAA1644,3.51E-05,LINK
335,Lung squamous cell carcinoma (LUSC),Gemcitabine,LDOC1L,3.51E-05,LINK
336,Lung squamous cell carcinoma (LUSC),Gemcitabine,LINC00207,3.51E-05,LINK
337,Lung squamous cell carcinoma (LUSC),Gemcitabine,LINC00229,3.51E-05,LINK
338,Lung squamous cell carcinoma (LUSC),Gemcitabine,PRR5,3.51E-05,LINK
339,Lung squamous cell carcinoma (LUSC),Gemcitabine,ARHGAP8,3.51E-05,LINK
